Post_ID,Date,Post_Type,Caption_Length,Hashtags,Posting_Hour,Video_Duration_Sec,Likes,Comments,Shares,Saves,Followers,Reach,Impressions,Profile_Visits,Website_Clicks,New_Followers
498,2023-05-13,Reel,75.0,14.0,20,31,1142.0,99.0,255.0,182.0,9221,16337,21918,904,155,76
499,2023-05-14,Reel,203.0,2.0,22,13,556.0,49.0,129.0,79.0,9231,11547,15829,270,14,52
500,2023-05-15,Story,111.0,9.0,10,3,192.0,16.0,46.0,21.0,9242,3537,4591,38,8,11
501,2023-05-16,Carousel,84.0,12.0,14,0,492.0,51.0,77.0,60.0,9252,8095,9416,447,131,147
502,2023-05-17,Image,33.0,16.0,15,0,186.0,9.0,30.0,17.0,9263,4388,7362,156,26,50
503,2023-05-18,Carousel,83.0,10.0,19,0,670.0,32.0,85.0,75.0,9273,10758,16047,208,49,55
504,2023-05-19,Carousel,30.0,4.0,22,0,462.0,14.0,61.0,52.0,9284,6001,8012,260,46,24
505,2023-05-20,Story,178.0,9.0,6,12,43.0,2.0,8.0,3.0,9294,920,1407,36,9,10
506,2023-05-21,Reel,77.0,16.0,9,12,748.0,50.0,68.0,62.0,9305,11368,15879,176,20,35
507,2023-05-22,Reel,155.0,7.0,20,38,801.0,48.0,57.0,84.0,9315,16565,27294,630,167,106
508,2023-05-23,Reel,275.0,2.0,22,14,731.0,32.0,101.0,62.0,9326,9239,14704,130,35,16
509,2023-05-24,Image,159.0,10.0,14,0,217.0,13.0,24.0,14.0,9336,5369,8806,190,44,31
510,2023-05-25,Image,219.0,15.0,16,0,219.0,19.0,40.0,20.0,9347,5692,8663,251,14,50
511,2023-05-26,Carousel,,2.0,21,0,467.0,32.0,73.0,55.0,9357,10364,14034,184,41,45
512,2023-05-27,Carousel,217.0,4.0,20,0,929.0,50.0,223.0,60.0,9368,12044,17255,509,43,71
513,2023-05-28,Reel,50.0,17.0,22,67,614.0,47.0,131.0,93.0,9378,8943,11403,392,117,100
514,2023-05-29,Reel,208.0,9.0,18,31,1212.0,72.0,269.0,104.0,9389,15208,20825,467,96,111
515,2023-05-30,Reel,61.0,19.0,13,9,643.0,59.0,83.0,70.0,9399,13510,16837,417,62,118
516,2023-05-31,Story,162.0,7.0,22,13,354.0,14.0,31.0,32.0,9410,5432,7474,310,36,50
517,2023-06-01,Reel,131.0,18.0,13,36,880.0,38.0,204.0,112.0,9420,14142,19330,529,67,131
518,2023-06-02,Reel,163.0,19.0,6,70,445.0,22.0,33.0,51.0,9431,8633,12128,236,17,34
519,2023-06-03,Carousel,186.0,12.0,8,0,492.0,52.0,75.0,20.0,9441,7689,12319,155,25,31
520,2023-06-04,Image,144.0,2.0,22,0,445.0,23.0,31.0,30.0,9452,6230,7814,109,12,33
521,2023-06-05,Story,25.0,20.0,11,5,64.0,2.0,13.0,9.0,9462,1478,2164,71,16,11
522,2023-06-06,Image,63.0,2.0,14,0,393.0,12.0,77.0,61.0,9473,5904,8893,197,42,16
523,2023-06-07,Story,286.0,0.0,20,12,216.0,12.0,,31.0,9483,4536,6515,125,32,31
524,2023-06-08,Reel,264.0,13.0,23,76,791.0,86.0,77.0,68.0,9494,9297,12600,194,29,27
525,2023-06-09,Reel,53.0,0.0,10,65,726.0,24.0,100.0,37.0,9504,8098,10490,389,42,115
526,2023-06-10,Carousel,87.0,0.0,7,0,540.0,33.0,72.0,43.0,9515,6890,8298,118,14,22
527,2023-06-11,Image,39.0,15.0,13,0,116.0,9.0,21.0,8.0,9525,2791,3477,102,30,21
528,2023-06-12,Image,286.0,13.0,6,0,360.0,36.0,46.0,21.0,9536,4644,6085,255,15,40
529,2023-06-13,Carousel,70.0,4.0,7,0,417.0,16.0,64.0,29.0,9546,6453,10458,121,19,19
530,2023-06-14,Image,275.0,15.0,21,0,686.0,20.0,61.0,93.0,9557,8243,10807,92,13,28
531,2023-06-15,Reel,276.0,12.0,17,56,613.0,41.0,94.0,94.0,9567,8287,12289,496,38,156
532,2023-06-16,Reel,176.0,9.0,10,62,927.0,59.0,157.0,84.0,9578,9883,14782,421,94,87
533,2023-06-17,Reel,298.0,5.0,20,43,1616.0,72.0,232.0,107.0,9588,18394,30432,454,96,154
534,2023-06-18,Reel,75.0,6.0,6,35,922.0,33.0,181.0,74.0,9599,10314,14254,531,69,87
535,2023-06-19,Reel,123.0,14.0,7,30,969.0,35.0,199.0,66.0,9609,13632,20268,290,46,44
536,2023-06-20,Reel,95.0,4.0,20,15,1010.0,34.0,239.0,40.0,9620,15583,24741,428,86,73
537,2023-06-21,Image,72.0,20.0,17,0,611.0,63.0,110.0,51.0,9630,6875,10399,281,33,29
538,2023-06-22,Carousel,217.0,15.0,20,0,611.0,42.0,127.0,63.0,9641,9936,13070,460,137,96
539,2023-06-23,Carousel,90.0,,9,0,625.0,,121.0,51.0,9651,9972,15527,324,55,112
540,2023-06-24,Image,259.0,1.0,13,0,658.0,33.0,117.0,50.0,9662,7502,11978,234,55,49
541,2023-06-25,Carousel,195.0,2.0,23,0,386.0,21.0,75.0,31.0,9672,6101,8687,360,42,115
542,2023-06-26,Reel,148.0,17.0,9,22,572.0,61.0,42.0,86.0,9683,10801,17540,326,66,74
543,2023-06-27,Story,182.0,15.0,11,14,17.0,1.0,1.0,2.0,9693,300,360,9,1,2
544,2023-06-28,Image,212.0,6.0,11,0,214.0,21.0,30.0,15.0,9704,3183,5385,73,9,21
545,2023-06-29,Reel,161.0,17.0,19,87,590.0,47.0,55.0,34.0,9714,15679,20820,710,175,74
546,2023-06-30,Story,108.0,18.0,17,5,18.0,1.0,3.0,1.0,9725,300,458,12,2,2
547,2023-07-01,Image,144.0,14.0,9,0,348.0,28.0,25.0,28.0,9735,3866,5311,165,15,39
548,2023-07-02,Reel,144.0,13.0,23,90,885.0,41.0,61.0,69.0,9746,11327,13607,537,45,83
549,2023-07-03,Reel,157.0,1.0,18,49,1162.0,84.0,199.0,43.0,9756,15652,24641,432,79,49
550,2023-07-04,Carousel,48.0,7.0,22,0,413.0,34.0,60.0,58.0,9767,8785,13122,199,31,64
551,2023-07-05,Reel,252.0,8.0,19,14,820.0,35.0,110.0,65.0,9777,14266,23934,328,50,43
552,2023-07-06,Reel,287.0,10.0,19,86,1538.0,50.0,378.0,189.0,9788,18459,29533,655,182,86
553,2023-07-07,Carousel,214.0,0.0,8,0,382.0,20.0,31.0,33.0,9798,9756,14268,274,35,69
554,2023-07-08,Story,290.0,10.0,13,15,237.0,13.0,54.0,23.0,9809,3857,4848,148,31,36
555,2023-07-09,Image,242.0,0.0,7,0,658.0,25.0,91.0,54.0,9819,7196,8572,376,94,107
556,2023-07-10,Carousel,276.0,8.0,19,0,1004.0,59.0,207.0,43.0,9830,14501,19935,264,44,80
557,2023-07-11,Story,263.0,1.0,10,8,319.0,25.0,62.0,21.0,9840,4423,5712,231,52,49
558,2023-07-12,Reel,131.0,19.0,23,43,477.0,24.0,101.0,63.0,9851,10671,14140,406,116,87
559,2023-07-13,Image,112.0,19.0,19,0,316.0,20.0,55.0,20.0,9861,8340,12518,247,56,45
560,2023-07-14,Image,221.0,5.0,9,0,296.0,28.0,60.0,34.0,9872,3423,5495,117,12,27
561,2023-07-15,Reel,87.0,1.0,14,74,1114.0,71.0,67.0,144.0,9882,13205,17427,376,85,74
562,2023-07-16,Story,77.0,15.0,8,12,37.0,3.0,2.0,1.0,9893,731,987,33,5,3
563,2023-07-17,Image,142.0,,20,0,617.0,50.0,110.0,56.0,9903,7644,11060,282,67,35
564,2023-07-18,Carousel,218.0,2.0,9,0,436.0,36.0,32.0,68.0,9914,7869,11015,204,48,48
565,2023-07-19,Reel,25.0,13.0,18,33,1528.0,102.0,153.0,228.0,9924,21781,34495,913,58,250
566,2023-07-20,Image,247.0,12.0,16,0,171.0,7.0,30.0,12.0,9935,3176,4504,95,17,18
567,2023-07-21,Image,43.0,14.0,8,0,132.0,14.0,32.0,7.0,9945,3213,5324,119,26,36
568,2023-07-22,Story,212.0,7.0,23,9,234.0,12.0,14.0,30.0,9956,2527,3189,93,22,30
569,2023-07-23,Image,274.0,12.0,19,0,339.0,13.0,26.0,25.0,9966,8556,11775,394,82,45
570,2023-07-24,Reel,112.0,6.0,21,33,1131.0,111.0,236.0,101.0,9977,14112,17643,234,51,78
571,2023-07-25,Image,245.0,1.0,23,0,202.0,14.0,30.0,16.0,9987,2190,2586,41,4,7
572,2023-07-26,Reel,234.0,0.0,12,88,675.0,22.0,62.0,35.0,9998,10627,15124,336,96,65
573,2023-07-27,Image,105.0,13.0,16,0,424.0,21.0,104.0,17.0,10009,4564,5299,133,38,33
574,2023-07-28,Carousel,278.0,11.0,21,0,828.0,61.0,178.0,116.0,10019,14135,16721,705,48,139
575,2023-07-29,Reel,231.0,1.0,8,19,553.0,36.0,100.0,49.0,10030,13021,19053,222,45,62
576,2023-07-30,Reel,105.0,16.0,20,31,874.0,76.0,63.0,90.0,10040,19406,32568,663,75,145
577,2023-07-31,Reel,190.0,15.0,11,11,742.0,29.0,72.0,26.0,10051,10569,14066,224,33,24
578,2023-08-01,Reel,121.0,2.0,10,28,824.0,57.0,96.0,88.0,10061,11007,18237,499,141,47
579,2023-08-02,Reel,99.0,14.0,22,69,878.0,33.0,88.0,68.0,10072,10012,13944,210,53,38
580,2023-08-03,Reel,51.0,3.0,21,80,678.0,41.0,159.0,74.0,10082,15346,20838,210,37,45
581,2023-08-04,Reel,220.0,1.0,18,25,745.0,25.0,164.0,75.0,10093,17304,28076,207,11,64
582,2023-08-05,Reel,226.0,8.0,22,41,477.0,26.0,96.0,47.0,10103,10092,12298,332,67,108
583,2023-08-06,Carousel,179.0,5.0,21,0,475.0,30.0,93.0,70.0,10114,9877,15299,471,24,101
584,2023-08-07,Reel,96.0,16.0,9,47,663.0,25.0,86.0,30.0,10124,11087,15352,627,69,51
585,2023-08-08,Carousel,292.0,17.0,10,0,212.0,20.0,47.0,12.0,10135,4409,5964,211,18,34
586,2023-08-09,Image,200.0,8.0,10,0,294.0,24.0,47.0,43.0,10145,3907,5512,218,49,41
587,2023-08-10,Reel,298.0,13.0,6,88,663.0,60.0,110.0,33.0,10156,11127,13463,253,48,25
588,2023-08-11,Carousel,64.0,3.0,12,0,846.0,73.0,74.0,70.0,10166,10095,16299,114,7,23
589,2023-08-12,Image,18.0,12.0,23,0,607.0,47.0,141.0,94.0,10177,7560,12469,327,93,31
590,2023-08-13,Image,14.0,20.0,20,0,392.0,28.0,47.0,33.0,10187,9170,13142,385,100,56
591,2023-08-14,Reel,76.0,8.0,7,66,471.0,14.0,86.0,52.0,10198,10179,13876,227,49,38
592,2023-08-15,Reel,86.0,9.0,23,73,653.0,24.0,132.0,53.0,10208,8781,12337,99,28,12
593,2023-08-16,Reel,15.0,14.0,8,11,450.0,21.0,109.0,19.0,10219,9267,11685,490,73,96
594,2023-08-17,Reel,259.0,,13,8,742.0,49.0,156.0,112.0,10229,13747,20332,534,103,103
595,2023-08-18,Carousel,40.0,12.0,7,0,488.0,43.0,117.0,23.0,10240,5671,7617,83,7,7
596,2023-08-19,Image,293.0,5.0,20,0,623.0,20.0,127.0,65.0,10250,10390,16520,448,82,67
597,2023-08-20,Reel,269.0,2.0,12,85,,45.0,42.0,35.0,10261,15137,23375,242,65,73
598,2023-08-21,Carousel,271.0,13.0,22,0,597.0,20.0,57.0,54.0,10271,6467,9760,202,31,53
599,2023-08-22,Reel,103.0,15.0,14,10,571.0,53.0,114.0,46.0,10282,11631,13554,181,22,31
600,2023-08-23,Carousel,72.0,8.0,23,0,289.0,18.0,61.0,35.0,10292,4885,7464,244,18,48
601,2023-08-24,Reel,55.0,4.0,7,44,868.0,89.0,62.0,28.0,10303,10761,12455,211,16,39
602,2023-08-25,Story,76.0,13.0,17,10,287.0,29.0,48.0,10.0,10313,5488,8514,239,68,28
603,2023-08-26,Reel,85.0,11.0,22,5,403.0,21.0,86.0,54.0,10324,8406,11514,154,24,52
604,2023-08-27,Reel,69.0,8.0,14,82,847.0,58.0,157.0,135.0,10334,13327,18461,238,46,22
605,2023-08-28,Image,234.0,20.0,9,0,386.0,40.0,66.0,44.0,10345,4810,6831,67,10,17
606,2023-08-29,Carousel,69.0,15.0,17,0,445.0,41.0,77.0,44.0,10355,5318,8318,243,64,67
607,2023-08-30,Reel,39.0,3.0,13,85,1256.0,48.0,221.0,163.0,10366,14976,21743,384,62,102
608,2023-08-31,Reel,217.0,14.0,15,40,486.0,25.0,100.0,57.0,10376,12357,17958,334,53,30
609,2023-09-01,Reel,219.0,16.0,9,89,502.0,50.0,46.0,29.0,10387,10016,14438,545,131,101
610,2023-09-02,Reel,247.0,20.0,12,12,1089.0,37.0,193.0,61.0,10397,16429,19935,449,48,67
611,2023-09-03,Reel,21.0,15.0,21,67,1583.0,140.0,306.0,238.0,10408,20115,29870,231,57,41
612,2023-09-04,Reel,108.0,13.0,21,36,1548.0,47.0,223.0,100.0,10418,19714,23361,223,43,73
613,2023-09-05,Reel,182.0,1.0,21,57,1221.0,118.0,297.0,171.0,10429,16823,24934,224,23,65
614,2023-09-06,Image,275.0,7.0,19,0,528.0,52.0,67.0,23.0,10439,9042,11141,139,33,33
615,2023-09-07,Image,91.0,16.0,14,0,364.0,19.0,46.0,25.0,10450,5670,8573,298,44,46
616,2023-09-08,Carousel,186.0,14.0,6,0,404.0,20.0,26.0,30.0,10460,5219,7926,130,18,14
617,2023-09-09,Reel,277.0,0.0,16,71,1137.0,34.0,99.0,108.0,10471,12392,15888,441,67,131
618,2023-09-10,Carousel,285.0,4.0,10,0,501.0,46.0,61.0,50.0,10481,6092,8737,238,67,78
619,2023-09-11,Reel,128.0,5.0,17,78,508.0,26.0,106.0,64.0,10492,10024,15830,228,67,78
620,2023-09-12,Image,39.0,10.0,14,0,270.0,23.0,40.0,21.0,10502,4478,7438,161,14,53
621,2023-09-13,Story,135.0,20.0,10,15,18.0,1.0,4.0,1.0,10513,300,476,13,3,4
622,2023-09-14,Carousel,132.0,7.0,18,0,791.0,44.0,107.0,26.0,10523,16036,26168,581,74,114
623,2023-09-15,Reel,117.0,5.0,16,77,414.0,23.0,101.0,52.0,10534,10872,18366,380,60,129
624,2023-09-16,Reel,184.0,20.0,21,73,728.0,41.0,115.0,38.0,10544,18533,29821,523,56,181
625,2023-09-17,Image,188.0,5.0,10,0,317.0,27.0,68.0,29.0,10555,5735,8840,296,51,36
626,2023-09-18,Image,54.0,8.0,10,0,69.0,3.0,5.0,7.0,10565,1331,1965,71,3,20
627,2023-09-19,Carousel,245.0,9.0,6,0,294.0,13.0,,9.0,10576,6063,8113,153,8,33
628,2023-09-20,Carousel,,17.0,9,0,423.0,34.0,97.0,61.0,10586,4694,6570,237,17,59
629,2023-09-21,Image,125.0,9.0,14,0,661.0,26.0,83.0,79.0,10597,7536,11604,337,46,36
630,2023-09-22,Carousel,272.0,12.0,9,0,310.0,33.0,73.0,31.0,10607,7795,9668,301,34,44
631,2023-09-23,Reel,24.0,3.0,16,31,516.0,29.0,89.0,55.0,10618,11528,16448,522,124,169
632,2023-09-24,Reel,235.0,16.0,23,5,546.0,41.0,119.0,37.0,10628,11657,14264,355,56,92
633,2023-09-25,Reel,95.0,13.0,9,15,472.0,41.0,85.0,71.0,10639,9475,15484,348,20,38
634,2023-09-26,Reel,151.0,5.0,17,20,480.0,44.0,57.0,61.0,10649,12050,20454,616,163,64
635,2023-09-27,Reel,104.0,20.0,16,7,619.0,24.0,83.0,59.0,10660,11428,13661,658,38,129
636,2023-09-28,Image,10.0,1.0,18,0,349.0,19.0,36.0,51.0,10670,8447,14257,281,51,96
637,2023-09-29,Reel,205.0,8.0,12,79,838.0,70.0,,91.0,10681,13372,17091,207,56,29
638,2023-09-30,Carousel,66.0,6.0,13,0,368.0,23.0,80.0,57.0,10691,8986,12261,409,121,66
639,2023-10-01,Reel,212.0,16.0,11,20,1040.0,101.0,114.0,40.0,10702,12339,20819,231,38,49
640,2023-10-02,Story,68.0,17.0,7,7,84.0,5.0,5.0,4.0,10712,1882,2359,60,9,13
641,2023-10-03,Reel,283.0,12.0,14,80,879.0,54.0,188.0,89.0,10723,14248,19933,849,220,263
642,2023-10-04,Reel,264.0,3.0,9,57,525.0,28.0,86.0,41.0,10733,13493,16692,344,44,89
643,2023-10-05,Carousel,53.0,4.0,21,0,859.0,51.0,103.0,76.0,10744,11080,13239,328,35,99
644,2023-10-06,Reel,81.0,10.0,10,89,455.0,19.0,79.0,66.0,10754,9599,11324,202,50,54
645,2023-10-07,Carousel,18.0,20.0,10,0,567.0,29.0,44.0,55.0,10765,6763,9759,72,17,10
646,2023-10-08,Reel,199.0,16.0,13,58,762.0,27.0,49.0,91.0,10775,13989,18804,255,40,41
647,2023-10-09,Carousel,129.0,12.0,22,0,818.0,43.0,97.0,130.0,10786,11373,13741,400,72,90
648,2023-10-10,Reel,179.0,10.0,22,7,1023.0,48.0,161.0,157.0,10796,13939,22446,615,156,178
649,2023-10-11,Image,97.0,14.0,13,0,435.0,40.0,99.0,35.0,10807,5603,7086,315,19,60
650,2023-10-12,Reel,212.0,13.0,9,61,938.0,35.0,67.0,38.0,10817,12438,14969,601,105,94
651,2023-10-13,Reel,215.0,2.0,6,64,654.0,48.0,157.0,29.0,10828,10501,12592,179,38,36
652,2023-10-14,Carousel,70.0,19.0,16,0,441.0,34.0,99.0,16.0,10838,7142,10365,292,16,65
653,2023-10-15,Carousel,129.0,18.0,12,0,650.0,65.0,66.0,59.0,10849,8189,11221,163,37,26
654,2023-10-16,Story,138.0,7.0,12,11,202.0,8.0,49.0,16.0,10859,5063,7668,295,49,91
655,2023-10-17,Image,55.0,5.0,20,0,451.0,18.0,31.0,67.0,10870,8587,14471,344,19,67
656,2023-10-18,Carousel,140.0,3.0,21,0,652.0,20.0,110.0,89.0,10880,11683,19532,176,29,54
657,2023-10-19,Reel,178.0,19.0,6,87,409.0,43.0,82.0,18.0,10891,10767,14400,606,48,176
658,2023-10-20,Reel,163.0,1.0,15,24,779.0,58.0,108.0,97.0,10901,17872,23401,467,58,93
659,2023-10-21,Reel,57.0,20.0,12,44,1079.0,87.0,252.0,42.0,10912,13084,19718,232,64,73
660,2023-10-22,Reel,126.0,15.0,14,12,600.0,56.0,58.0,22.0,10922,15610,23583,828,125,271
661,2023-10-23,Image,56.0,16.0,23,0,511.0,46.0,66.0,43.0,10933,6051,8740,178,8,55
662,2023-10-24,Carousel,243.0,11.0,20,0,952.0,100.0,128.0,28.0,10943,12060,17701,488,131,90
663,2023-10-25,Story,204.0,15.0,14,15,305.0,14.0,52.0,23.0,10954,4020,5414,142,20,44
664,2023-10-26,Reel,38.0,6.0,23,83,786.0,54.0,51.0,92.0,10964,12692,15149,210,28,42
665,2023-10-27,Carousel,228.0,10.0,13,0,452.0,18.0,70.0,65.0,10975,8691,13870,377,85,40
666,2023-10-28,Reel,229.0,17.0,12,41,854.0,64.0,76.0,119.0,10985,15579,23755,549,43,150
667,2023-10-29,Reel,161.0,20.0,11,57,536.0,42.0,57.0,74.0,10996,11011,12833,566,111,180
668,2023-10-30,Story,117.0,4.0,12,11,281.0,14.0,25.0,29.0,11007,3008,4969,151,32,18
669,2023-10-31,Reel,279.0,13.0,12,67,671.0,25.0,66.0,49.0,11017,13575,20479,213,30,56
670,2023-11-01,Reel,103.0,9.0,9,55,664.0,66.0,127.0,106.0,11028,9109,14857,126,36,13
671,2023-11-02,Image,50.0,6.0,15,0,311.0,29.0,70.0,21.0,11038,6000,9182,236,22,57
672,2023-11-03,Reel,173.0,8.0,10,9,696.0,54.0,74.0,62.0,11049,8400,11033,357,72,101
673,2023-11-04,Carousel,154.0,0.0,15,0,387.0,35.0,71.0,14.0,11059,9763,13178,316,73,86
674,2023-11-05,Image,53.0,16.0,16,0,335.0,21.0,41.0,20.0,11070,4414,5328,136,33,40
675,2023-11-06,Image,59.0,17.0,13,0,214.0,16.0,27.0,14.0,11080,4981,6811,275,79,64
676,2023-11-07,Reel,220.0,14.0,16,75,781.0,60.0,180.0,115.0,11091,8536,11943,139,7,35
677,2023-11-08,Image,212.0,20.0,17,0,362.0,36.0,88.0,57.0,11101,6366,7823,327,49,35
678,2023-11-09,Image,221.0,12.0,7,0,333.0,15.0,27.0,51.0,11112,5746,9547,75,9,25
679,2023-11-10,Image,147.0,11.0,10,0,296.0,20.0,59.0,21.0,11122,7298,9783,360,78,80
680,2023-11-11,Story,38.0,9.0,22,6,191.0,16.0,43.0,12.0,11133,2423,3383,70,10,7
681,2023-11-12,Reel,113.0,14.0,7,70,1176.0,45.0,181.0,125.0,11143,14441,18771,695,110,213
682,2023-11-13,Reel,221.0,12.0,18,12,1471.0,70.0,331.0,135.0,11154,18295,23899,531,85,134
683,2023-11-14,Reel,118.0,13.0,11,79,470.0,47.0,79.0,70.0,11164,8017,10494,269,39,93
684,2023-11-15,Reel,73.0,7.0,20,66,686.0,74.0,115.0,42.0,11175,19479,27852,424,30,55
685,2023-11-16,Reel,129.0,6.0,15,13,550.0,46.0,124.0,56.0,11185,12842,16196,551,95,138
686,2023-11-17,Reel,57.0,13.0,8,56,1073.0,104.0,240.0,54.0,11196,11618,17847,665,176,62
687,2023-11-18,Reel,89.0,0.0,19,13,1512.0,156.0,163.0,220.0,11206,22965,30944,356,66,99
688,2023-11-19,Reel,27.0,1.0,13,67,1320.0,66.0,285.0,97.0,11217,15717,24343,319,50,51
689,2023-11-20,Reel,129.0,11.0,22,61,880.0,54.0,106.0,80.0,11227,14468,17545,726,115,190
690,2023-11-21,Reel,51.0,17.0,12,59,1055.0,46.0,257.0,129.0,11238,12310,17641,672,61,109
691,2023-11-22,Reel,14.0,4.0,14,34,1188.0,43.0,234.0,177.0,11248,15569,22203,715,183,131
692,2023-11-23,Image,117.0,10.0,16,0,161.0,10.0,18.0,9.0,11259,3859,5826,128,34,16
693,2023-11-24,Reel,76.0,5.0,7,15,512.0,39.0,53.0,37.0,11269,12274,14648,130,28,25
694,2023-11-25,Reel,196.0,16.0,13,86,1464.0,100.0,346.0,68.0,11280,15477,25147,599,36,52
695,2023-11-26,Image,253.0,13.0,10,0,375.0,18.0,78.0,40.0,11290,4466,6838,115,20,10
696,2023-11-27,Reel,284.0,7.0,8,24,983.0,30.0,194.0,153.0,11301,13460,16723,753,131,98
697,2023-11-28,Reel,166.0,20.0,14,55,1264.0,130.0,79.0,186.0,11311,14749,24370,310,39,51
698,2023-11-29,Reel,173.0,5.0,20,51,1838.0,93.0,288.0,69.0,11322,21044,25973,958,59,331
699,2023-11-30,Reel,228.0,2.0,20,79,1189.0,122.0,149.0,69.0,11332,20963,25688,309,65,71
700,2023-12-01,Reel,286.0,3.0,13,43,893.0,59.0,214.0,82.0,11343,12595,18089,643,118,101
701,2023-12-02,Reel,296.0,13.0,15,11,685.0,44.0,63.0,42.0,11353,14251,16882,717,180,67
702,2023-12-03,Carousel,,14.0,19,0,1293.0,67.0,288.0,52.0,11364,14172,20488,493,55,144
703,2023-12-04,Reel,132.0,2.0,7,82,772.0,65.0,137.0,41.0,11374,10562,16187,414,59,113
704,2023-12-05,Story,73.0,5.0,19,10,189.0,8.0,29.0,8.0,11385,5180,8525,154,38,16
705,2023-12-06,Reel,66.0,4.0,6,8,455.0,20.0,50.0,24.0,11395,9926,15612,363,31,80
706,2023-12-07,Reel,295.0,14.0,16,88,434.0,42.0,78.0,30.0,11406,10474,14514,504,60,40
707,2023-12-08,Carousel,293.0,2.0,16,0,,24.0,105.0,89.0,11416,8266,13062,347,60,93
708,2023-12-09,Reel,294.0,2.0,17,17,483.0,26.0,116.0,49.0,11427,12420,18360,251,60,72
709,2023-12-10,Image,140.0,18.0,12,0,411.0,38.0,75.0,21.0,11437,8392,12114,241,27,22
710,2023-12-11,Image,34.0,14.0,15,0,330.0,33.0,64.0,30.0,11448,4605,7175,151,35,50
711,2023-12-12,Carousel,222.0,10.0,21,0,802.0,75.0,142.0,83.0,11458,12978,21462,543,146,156
712,2023-12-13,Reel,187.0,5.0,23,8,384.0,29.0,43.0,47.0,11469,10664,15902,275,70,77
713,2023-12-14,Story,163.0,19.0,7,11,62.0,4.0,7.0,2.0,11479,1321,1631,33,2,6
714,2023-12-15,Reel,,8.0,15,83,1396.0,85.0,98.0,59.0,11490,16701,27860,285,46,64
715,2023-12-16,Reel,179.0,8.0,15,40,839.0,25.0,111.0,125.0,11500,15448,24540,794,221,167
716,2023-12-17,Image,59.0,4.0,6,0,385.0,33.0,59.0,40.0,11511,7199,11403,128,26,24
717,2023-12-18,Reel,17.0,15.0,10,34,930.0,34.0,62.0,92.0,11521,14479,21558,850,89,165
718,2023-12-19,Reel,31.0,9.0,19,82,1944.0,63.0,365.0,167.0,11532,20950,33799,304,73,80
719,2023-12-20,Reel,152.0,3.0,10,21,600.0,20.0,57.0,20.0,11542,10824,17394,209,59,62
720,2023-12-21,Image,185.0,0.0,6,0,222.0,8.0,33.0,21.0,11553,5089,7460,277,33,94
721,2023-12-22,Reel,62.0,2.0,19,47,1095.0,63.0,238.0,60.0,11563,19798,30170,424,52,79
722,2023-12-23,Carousel,293.0,7.0,22,0,527.0,27.0,90.0,34.0,11574,9182,10626,491,137,117
723,2023-12-24,Image,262.0,8.0,23,0,505.0,43.0,90.0,32.0,11584,6001,8433,133,7,44
724,2023-12-25,Carousel,199.0,19.0,17,0,414.0,32.0,84.0,31.0,11595,8974,13291,425,39,91
725,2023-12-26,Reel,297.0,20.0,12,24,964.0,90.0,71.0,142.0,11605,12761,21641,334,18,76
726,2023-12-27,Image,299.0,13.0,17,0,,42.0,76.0,21.0,11616,4885,8064,152,8,31
727,2023-12-28,Reel,132.0,9.0,13,21,1157.0,71.0,233.0,37.0,11626,15308,24607,277,78,90
728,2023-12-29,Carousel,95.0,13.0,15,0,671.0,53.0,82.0,36.0,11637,11218,17565,261,24,86
729,2023-12-30,Carousel,174.0,3.0,21,0,503.0,45.0,113.0,26.0,11647,12944,16632,510,65,97
730,2023-12-31,Carousel,144.0,11.0,6,0,356.0,,60.0,54.0,11658,7648,10622,395,47,36
731,2024-01-01,Reel,11.0,5.0,21,59,1910.0,148.0,305.0,171.0,11668,20290,31665,993,163,182
732,2024-01-02,Reel,262.0,5.0,6,60,918.0,35.0,226.0,68.0,11679,11477,14775,167,31,32
733,2024-01-03,Image,128.0,16.0,23,0,166.0,6.0,12.0,16.0,11689,4539,5856,200,43,20
734,2024-01-04,Carousel,281.0,12.0,22,0,199.0,17.0,48.0,19.0,11700,4902,7812,85,18,15
735,2024-01-05,Image,278.0,7.0,17,0,519.0,40.0,115.0,64.0,11710,5519,6977,96,6,23
736,2024-01-06,Image,144.0,15.0,16,0,120.0,6.0,17.0,9.0,11721,2474,3675,80,6,11
737,2024-01-07,Image,134.0,8.0,6,0,,26.0,67.0,22.0,11731,5652,8219,82,17,12
738,2024-01-08,Image,258.0,20.0,22,0,184.0,11.0,18.0,16.0,11742,4304,7025,134,13,30
739,2024-01-09,Image,26.0,19.0,7,0,238.0,23.0,31.0,11.0,11752,3488,5228,108,22,17
740,2024-01-10,Reel,97.0,10.0,14,13,1379.0,97.0,259.0,186.0,11763,15617,17997,463,39,62
741,2024-01-11,Reel,126.0,11.0,20,21,1333.0,73.0,133.0,180.0,11773,22039,37322,1240,198,270
742,2024-01-12,Carousel,155.0,19.0,17,0,694.0,26.0,131.0,26.0,11784,7563,8925,275,70,68
743,2024-01-13,Carousel,170.0,2.0,7,0,938.0,63.0,188.0,50.0,11794,10128,15531,185,21,19
744,2024-01-14,Story,202.0,5.0,14,13,99.0,4.0,10.0,12.0,11805,1771,2516,61,7,20
745,2024-01-15,Reel,260.0,11.0,12,61,630.0,25.0,153.0,64.0,11815,14838,18576,608,131,204
746,2024-01-16,Reel,162.0,10.0,13,43,760.0,61.0,71.0,62.0,11826,16765,22975,406,56,119
